ric,date,total_return_pct
AABA.OQ^J19,1996-04-30,-9.84848484845009
AABA.OQ^J19,1996-05-31,-5.8823529409731
AABA.OQ^J19,1996-06-28,-25.0000000001376
AABA.OQ^J19,1996-07-31,-14.2857142857254
AABA.OQ^J19,1996-08-30,9.02777777774453
AABA.OQ^J19,1996-09-30,8.280254776948
AABA.OQ^J19,1996-10-31,-7.05882352939529
AABA.OQ^J19,1996-11-29,-3.1645569620283
AABA.OQ^J19,1996-12-31,-11.1111111109977
AABA.OQ^J19,1997-01-31,99.2647058822002
AABA.OQ^J19,1997-02-28,-10.7011070109703
AABA.OQ^J19,1997-03-31,-7.02479338864281
AABA.OQ^J19,1997-04-30,21.3333333334253
AABA.OQ^J19,1997-05-30,-5.49450549453884
AABA.OQ^J19,1997-06-30,9.30232558161441
AABA.OQ^J19,1997-07-31,60.2836879434605
AABA.OQ^J19,1997-08-29,5.30973451321095
AABA.OQ^J19,1997-09-30,26.3655398999885
AABA.OQ^J19,1997-10-31,-12.5311720697077
AABA.OQ^J19,1997-11-28,16.6072701353251
AABA.OQ^J19,1997-12-31,35.4523227379489
AABA.OQ^J19,1998-01-30,-8.48375451288024
AABA.OQ^J19,1998-02-27,15.4832347139433
AABA.OQ^J19,1998-03-31,26.3023057216419
AABA.OQ^J19,1998-04-30,28.6680189317602
AABA.OQ^J19,1998-05-29,-7.93483972665985
AABA.OQ^J19,1998-06-30,43.8356164384596
AABA.OQ^J19,1998-07-31,15.5158730155743
AABA.OQ^J19,1998-08-31,-24.1497767092033
AABA.OQ^J19,1998-09-30,87.6811594202525
AABA.OQ^J19,1998-10-30,1.03764478759889
AABA.OQ^J19,1998-11-30,46.7399092429112
AABA.OQ^J19,1998-12-31,23.4049479167815
AABA.OQ^J19,1999-01-29,49.5120021100979
AABA.OQ^J19,1999-02-26,-13.338038108598
AABA.OQ^J19,1999-03-31,9.69055374630416
AABA.OQ^J19,1999-04-30,3.74907201187367
AABA.OQ^J19,1999-05-28,-15.2772808584192
AABA.OQ^J19,1999-06-30,16.3851351351521
AABA.OQ^J19,1999-07-30,-20.7910014513527
AABA.OQ^J19,1999-08-31,8.10810810812201
AABA.OQ^J19,1999-09-30,21.6949152545011
AABA.OQ^J19,1999-10-29,-0.24373259053786
AABA.OQ^J19,1999-11-30,18.8132635250067
AABA.OQ^J19,1999-12-31,103.378378378749
AABA.OQ^J19,2000-01-31,-25.5669507438911
AABA.OQ^J19,2000-02-29,-0.834465359912839
AABA.OQ^J19,2000-03-31,7.31898238736786
AABA.OQ^J19,2000-04-28,-23.997082421629
AABA.OQ^J19,2000-05-31,-13.1957773513791
AABA.OQ^J19,2000-06-30,9.56329463791157
AABA.OQ^J19,2000-07-31,3.88496468221708
AABA.OQ^J19,2000-08-31,-5.58523555127235
AABA.OQ^J19,2000-09-29,-25.1028806584641
AABA.OQ^J19,2000-10-31,-35.5769230768659
AABA.OQ^J19,2000-11-30,-32.4093816630519
AABA.OQ^J19,2000-12-29,-24.1324921136197
AABA.OQ^J19,2001-01-31,24.116424116364
AABA.OQ^J19,2001-02-28,-36.1809045227571
AABA.OQ^J19,2001-03-30,-33.8582677166163
AABA.OQ^J19,2001-04-30,28.1269841272841
AABA.OQ^J19,2001-05-31,-10.2576808720925
AABA.OQ^J19,2001-06-29,10.3810049696334
AABA.OQ^J19,2001-07-31,-11.8559279640392
